"feature","ref_CI","permuted_CI","algo","model"
"ASXL1",0.603671568528972,0.602252130043443,"Lasso","all_gen"
"ASXL1",0.603671568528972,0.593117152950064,"Lasso","all_gen"
"ASXL1",0.603671568528972,0.592841566389715,"Lasso","all_gen"
"ASXL1",0.603671568528972,0.603585110000235,"Lasso","all_gen"
"ASXL2",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"ASXL2",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"ASXL2",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"ASXL2",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"ASXL3",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"ASXL3",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"ASXL3",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"ASXL3",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"ATRX",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"ATRX",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"ATRX",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"ATRX",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"BAGE3",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"BAGE3",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"BAGE3",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"BAGE3",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"BCOR",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"BCOR",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"BCOR",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"BCOR",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"BRAF",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"BRAF",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"BRAF",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"BRAF",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CBFB",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CBFB",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CBFB",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CBFB",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CBL",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CBL",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CBL",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CBL",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CDKN2A",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CDKN2A",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CDKN2A",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CDKN2A",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CEBPA_bi",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CEBPA_bi",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CEBPA_bi",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CEBPA_bi",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CEBPA_mono",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CEBPA_mono",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CEBPA_mono",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CEBPA_mono",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CNTN5",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CNTN5",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CNTN5",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CNTN5",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CREBBP",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CREBBP",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CREBBP",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CREBBP",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CSF1R",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CSF1R",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CSF1R",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CSF1R",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CSF3R",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CSF3R",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CSF3R",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CSF3R",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CTCF",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CTCF",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CTCF",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CTCF",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CUL2",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CUL2",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CUL2",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CUL2",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CUX1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CUX1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CUX1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"CUX1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"DNMT3A",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"DNMT3A",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"DNMT3A",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"DNMT3A",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"EED",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"EED",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"EED",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"EED",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"ETV6",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"ETV6",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"ETV6",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"ETV6",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"EZH2",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"EZH2",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"EZH2",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"EZH2",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"FBXW7",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"FBXW7",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"FBXW7",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"FBXW7",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"ITD",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"ITD",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"ITD",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"ITD",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"FLT3_TKD",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"FLT3_TKD",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"FLT3_TKD",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"FLT3_TKD",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"FLT3_other",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"FLT3_other",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"FLT3_other",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"FLT3_other",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"GATA1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"GATA1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"GATA1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"GATA1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"GATA2",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"GATA2",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"GATA2",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"GATA2",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"GNAS",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"GNAS",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"GNAS",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"GNAS",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"GNB1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"GNB1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"GNB1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"GNB1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"IDH1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"IDH1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"IDH1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"IDH1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"IDH2_p.R140",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"IDH2_p.R140",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"IDH2_p.R140",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"IDH2_p.R140",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"IDH2_p.R172",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"IDH2_p.R172",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"IDH2_p.R172",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"IDH2_p.R172",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"JAK2",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"JAK2",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"JAK2",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"JAK2",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"JAK3",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"JAK3",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"JAK3",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"JAK3",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"KANSL1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"KANSL1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"KANSL1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"KANSL1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"KDM6A",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"KDM6A",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"KDM6A",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"KDM6A",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"KIT",0.603671568528972,0.602160314439919,"Lasso","all_gen"
"KIT",0.603671568528972,0.59885760795882,"Lasso","all_gen"
"KIT",0.603671568528972,0.600778235728121,"Lasso","all_gen"
"KIT",0.603671568528972,0.599271407048675,"Lasso","all_gen"
"KMT2C",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"KMT2C",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"KMT2C",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"KMT2C",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"KMT2D",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"KMT2D",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"KMT2D",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"KMT2D",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"KMT2E",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"KMT2E",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"KMT2E",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"KMT2E",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"KRAS",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"KRAS",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"KRAS",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"KRAS",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"LUC7L2",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"LUC7L2",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"LUC7L2",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"LUC7L2",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"MED12",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"MED12",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"MED12",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"MED12",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"MLL",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"MLL",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"MLL",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"MLL",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"MPL",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"MPL",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"MPL",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"MPL",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"MYC",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"MYC",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"MYC",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"MYC",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"NF1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"NF1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"NF1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"NF1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"NFE2",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"NFE2",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"NFE2",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"NFE2",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"NOTCH1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"NOTCH1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"NOTCH1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"NOTCH1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"NPM1",0.603671568528972,0.59960219477096,"Lasso","all_gen"
"NPM1",0.603671568528972,0.625045644763636,"Lasso","all_gen"
"NPM1",0.603671568528972,0.605927316263647,"Lasso","all_gen"
"NPM1",0.603671568528972,0.613290545683545,"Lasso","all_gen"
"NRAS_other",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"NRAS_other",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"NRAS_other",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"NRAS_other",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"NRAS_p.G12_13",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"NRAS_p.G12_13",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"NRAS_p.G12_13",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"NRAS_p.G12_13",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"NRAS_p.Q61_62",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"NRAS_p.Q61_62",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"NRAS_p.Q61_62",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"NRAS_p.Q61_62",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"PDS5B",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"PDS5B",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"PDS5B",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"PDS5B",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"PHF6",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"PHF6",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"PHF6",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"PHF6",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"PPFIA2",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"PPFIA2",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"PPFIA2",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"PPFIA2",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"PRPF8",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"PRPF8",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"PRPF8",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"PRPF8",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"PTEN",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"PTEN",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"PTEN",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"PTEN",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"PTPN11",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"PTPN11",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"PTPN11",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"PTPN11",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"PTPRF",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"PTPRF",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"PTPRF",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"PTPRF",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"PTPRT",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"PTPRT",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"PTPRT",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"PTPRT",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"RAD21",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"RAD21",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"RAD21",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"RAD21",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"RIT1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"RIT1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"RIT1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"RIT1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"RUNX1",0.603671568528972,0.567482478679119,"Lasso","all_gen"
"RUNX1",0.603671568528972,0.56440411717345,"Lasso","all_gen"
"RUNX1",0.603671568528972,0.585898238466603,"Lasso","all_gen"
"RUNX1",0.603671568528972,0.596881546111287,"Lasso","all_gen"
"S100B",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"S100B",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"S100B",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"S100B",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"SETBP1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"SETBP1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"SETBP1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"SETBP1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"SF1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"SF1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"SF1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"SF1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"SF3B1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"SF3B1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"SF3B1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"SF3B1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"SMC1A",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"SMC1A",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"SMC1A",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"SMC1A",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"SMC3",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"SMC3",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"SMC3",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"SMC3",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"SMG1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"SMG1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"SMG1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"SMG1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"SPP1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"SPP1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"SPP1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"SPP1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"SRSF2",0.603671568528972,0.580731409709391,"Lasso","all_gen"
"SRSF2",0.603671568528972,0.585728721987037,"Lasso","all_gen"
"SRSF2",0.603671568528972,0.582372491341327,"Lasso","all_gen"
"SRSF2",0.603671568528972,0.589321828504852,"Lasso","all_gen"
"STAG2",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"STAG2",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"STAG2",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"STAG2",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"STAT5B",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"STAT5B",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"STAT5B",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"STAT5B",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"SUZ12",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"SUZ12",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"SUZ12",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"SUZ12",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"TET2",0.603671568528972,0.596584903917862,"Lasso","all_gen"
"TET2",0.603671568528972,0.599584213632979,"Lasso","all_gen"
"TET2",0.603671568528972,0.589815564467182,"Lasso","all_gen"
"TET2",0.603671568528972,0.59597466322473,"Lasso","all_gen"
"TP53",0.603671568528972,0.567762630398852,"Lasso","all_gen"
"TP53",0.603671568528972,0.563030796114348,"Lasso","all_gen"
"TP53",0.603671568528972,0.562904136233079,"Lasso","all_gen"
"TP53",0.603671568528972,0.545580753869562,"Lasso","all_gen"
"U2AF1_p.S34",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"U2AF1_p.S34",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"U2AF1_p.S34",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"U2AF1_p.S34",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"U2AF1_p.Q157",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"U2AF1_p.Q157",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"U2AF1_p.Q157",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"U2AF1_p.Q157",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"WT1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"WT1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"WT1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"WT1",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"ZRSR2",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"ZRSR2",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"ZRSR2",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"ZRSR2",0.603671568528972,0.603671568528972,"Lasso","all_gen"
"ASXL1",0.602227956395564,0.605268675712134,"Lasso","all_gen"
"ASXL1",0.602227956395564,0.603548482139684,"Lasso","all_gen"
"ASXL1",0.602227956395564,0.59999606212322,"Lasso","all_gen"
"ASXL1",0.602227956395564,0.601614874177497,"Lasso","all_gen"
"ASXL2",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"ASXL2",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"ASXL2",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"ASXL2",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"ASXL3",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"ASXL3",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"ASXL3",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"ASXL3",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"ATRX",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"ATRX",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"ATRX",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"ATRX",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"BAGE3",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"BAGE3",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"BAGE3",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"BAGE3",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"BCOR",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"BCOR",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"BCOR",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"BCOR",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"BRAF",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"BRAF",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"BRAF",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"BRAF",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"CBFB",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"CBFB",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"CBFB",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"CBFB",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"CBL",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"CBL",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"CBL",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"CBL",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"CDKN2A",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"CDKN2A",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"CDKN2A",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"CDKN2A",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"CEBPA_bi",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"CEBPA_bi",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"CEBPA_bi",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"CEBPA_bi",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"CEBPA_mono",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"CEBPA_mono",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"CEBPA_mono",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"CEBPA_mono",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"CNTN5",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"CNTN5",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"CNTN5",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"CNTN5",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"CREBBP",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"CREBBP",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"CREBBP",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"CREBBP",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"CSF1R",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"CSF1R",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"CSF1R",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"CSF1R",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"CSF3R",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"CSF3R",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"CSF3R",0.602227956395564,0.602227956395564,"Lasso","all_gen"
"CSF3R",0.602227956395564,0.602227956395564,"Lasso","all_gen"
